bias_brute;rmse;bias_rel;relative_rmse;bias_out_20percent;nb_out_20percent;n;R2;val;Combination
-0.000491597;4.886636319;0.601279004;1.2853214;0.572292801;1892;3306;0.623795764;CV10F;C05_C1glmnet
-0.05312683;4.589533784;0.580476514;1.26068673;0.557065217;615;1104;0.600651559;Test;C05_C1glmnet
-0.107024107;3.828446417;0.056391;0.589725201;0.363636364;8;22;0.706731376;Moreira et al. (2023);C05_C1glmnet
-2.093356537;4.603931241;-0.040665271;0.494849884;0.239909297;1058;4410;0.558883068;Arab-Alameddine et al. (2012);C05_C1glmnet
-0.008274698;3.190068788;0.189323276;0.484235478;0.447368421;1479;3306;0.839674688;CV10F;C05_C2xgb
-0.001600943;2.79461951;0.180185484;0.469887545;0.432065217;477;1104;0.85182373;Test;C05_C2xgb
0.160661048;3.978442605;0.009627718;0.570654696;0.454545455;10;22;0.673671932;Moreira et al. (2023);C05_C2xgb
-2.483998404;3.972138311;-0.259513595;0.354477787;0.041950113;185;4410;0.750480523;Arab-Alameddine et al. (2012);C05_C2xgb
0.00350363;3.263295061;0.17439859;0.484598003;0.413490623;1367;3306;0.832350277;CV10F;C05_C2rf
-0.007712354;2.896650815;0.166927869;0.480712269;0.398550725;440;1104;0.841270897;Test;C05_C2rf
0.285100995;4.093803679;0.06188073;0.64713931;0.409090909;9;22;0.654706665;Moreira et al. (2023);C05_C2rf
-2.49003547;4.092763422;-0.252959462;0.391860257;0.079818594;352;4410;0.711256372;Arab-Alameddine et al. (2012);C05_C2rf
-0.172302573;3.217314637;0.257305912;0.617609535;0.456745312;1510;3306;0.839729376;CV10F;C05_C2svm
-0.181340906;2.89950488;0.251192646;0.608247766;0.455615942;503;1104;0.845135717;Test;C05_C2svm
0.011485468;3.420494741;0.011908864;0.479985649;0.454545455;10;22;0.7227844;Moreira et al. (2023);C05_C2svm
-2.288162053;3.951289055;-0.197744633;0.339328457;0.087528345;386;4410;0.744274246;Arab-Alameddine et al. (2012);C05_C2svm
-0.000496791;3.184886235;0.253737035;0.583457185;0.479128857;1584;3306;0.840216137;CV10F;C05_C2glmnet
-0.020449652;2.843434055;0.248210444;0.574358006;0.470108696;519;1104;0.847092714;Test;C05_C2glmnet
0.14325101;3.634530067;0.01669892;0.503424727;0.5;11;22;0.715493728;Moreira et al. (2023);C05_C2glmnet
-2.310704272;3.909615538;-0.211316362;0.335975613;0.074603175;329;4410;0.755487848;Arab-Alameddine et al. (2012);C05_C2glmnet
-0.006712065;1.990205838;0.058416243;0.235438723;0.20568663;680;3306;0.937611776;CV10F;C05_C3xgb
0.145068175;1.670210143;0.064884029;0.227551237;0.21557971;238;1104;0.948956125;Test;C05_C3xgb
-0.628430564;2.992660602;-0.088222236;0.383985123;0.227272727;5;22;0.68991414;Moreira et al. (2023);C05_C3xgb
-1.444283577;2.647771784;-0.165145232;0.257586866;0.044217687;195;4410;0.860780521;Arab-Alameddine et al. (2012);C05_C3xgb
0.000742919;2.036909022;0.052251937;0.225273535;0.201451906;666;3306;0.934634555;CV10F;C05_C3rf
0.17292018;1.78392233;0.064170399;0.228951994;0.236413043;261;1104;0.94309922;Test;C05_C3rf
-0.52298358;2.96253759;-0.078283251;0.378627543;0.181818182;4;22;0.708541956;Moreira et al. (2023);C05_C3rf
-1.414940849;2.61482185;-0.164860191;0.260589345;0.037868481;167;4410;0.862397945;Arab-Alameddine et al. (2012);C05_C3rf
-0.137080968;2.022432395;0.082434427;0.260761653;0.246521476;815;3306;0.936655203;CV10F;C05_C3svm
0.009607182;1.612263584;0.091964109;0.258132302;0.255434783;282;1104;0.95067292;Test;C05_C3svm
-0.702484288;2.770094013;-0.095803535;0.351346173;0.227272727;5;22;0.719609023;Moreira et al. (2023);C05_C3svm
-1.685036252;2.928565643;-0.189772477;0.272050242;0.030612245;135;4410;0.843026847;Arab-Alameddine et al. (2012);C05_C3svm
0.001320082;2.008506032;0.095800171;0.262222149;0.269812462;892;3306;0.936472867;CV10F;C05_C3glmnet
0.14393431;1.630953516;0.104258539;0.258151469;0.280797101;310;1104;0.950545944;Test;C05_C3glmnet
-0.599228108;2.79769206;-0.083863383;0.356541245;0.227272727;5;22;0.71664587;Moreira et al. (2023);C05_C3glmnet
-1.598566113;2.845079327;-0.180863841;0.266256341;0.034240363;151;4410;0.845579639;Arab-Alameddine et al. (2012);C05_C3glmnet
-0.014135653;1.386518373;0.016248322;0.127211136;0.070780399;234;3306;0.969717875;CV10F;C05_C4xgb
0.128269745;1.268023018;0.02422036;0.12853784;0.082427536;91;1104;0.971583522;Test;C05_C4xgb
-0.6033236;2.055604185;-0.042383311;0.289080092;0.227272727;5;22;0.830741014;Moreira et al. (2023);C05_C4xgb
0.079662138;1.489319201;0.025392403;0.156008221;0.140816327;621;4410;0.934071822;Arab-Alameddine et al. (2012);C05_C4xgb
-0.018138487;1.417574844;0.015504469;0.129508395;0.074712644;247;3306;0.968403563;CV10F;C05_C4rf
0.126772993;1.237529686;0.022834372;0.131038111;0.086050725;95;1104;0.972733817;Test;C05_C4rf
-0.577998705;2.01895489;-0.040331497;0.29995325;0.227272727;5;22;0.83581812;Moreira et al. (2023);C05_C4rf
0.079144055;1.564669594;0.025635241;0.171174902;0.153287982;676;4410;0.927551633;Arab-Alameddine et al. (2012);C05_C4rf
-0.033618861;1.784431757;0.066317882;0.215065609;0.224440411;742;3306;0.9498538;CV10F;C05_C4svm
0.047078581;1.45190199;0.068209359;0.211877925;0.206521739;228;1104;0.960328625;Test;C05_C4svm
-0.410621204;2.100448809;-0.007577103;0.324828604;0.227272727;5;22;0.809406655;Moreira et al. (2023);C05_C4svm
-0.544875269;1.847500389;-0.047027342;0.185610868;0.069387755;306;4410;0.906300276;Arab-Alameddine et al. (2012);C05_C4svm
0.002062577;1.792685852;0.084265925;0.235730641;0.254688445;842;3306;0.949386062;CV10F;C05_C4glmnet
0.073565638;1.442700398;0.084431883;0.23129171;0.240036232;265;1104;0.960734011;Test;C05_C4glmnet
-0.363348487;2.064744256;0.002102526;0.323741241;0.227272727;5;22;0.814376731;Moreira et al. (2023);C05_C4glmnet
-0.499159986;1.878755172;-0.035945809;0.19013454;0.084807256;374;4410;0.901222826;Arab-Alameddine et al. (2012);C05_C4glmnet
-0.204511586;2.379862744;0.057604954;0.276819028;0.247428917;818;3306;0.912936681;CV10F;C05_C6xgb
-0.094323027;2.122107957;0.051091797;0.267167077;0.244565217;270;1104;0.914873063;Test;C05_C6xgb
-0.095991215;2.633263089;0.083436888;0.387773011;0.454545455;10;22;0.689452378;Moreira et al. (2023);C05_C6xgb
3.258932374;3.841394357;0.525301535;0.568671512;0.926530612;4086;4410;0.949990093;Arab-Alameddine et al. (2012);C05_C6xgb
-0.014165696;2.375109301;0.053031773;0.25893401;0.239564428;792;3306;0.911165874;CV10F;C05_C6rf
0.108293699;2.251733366;0.051838021;0.258143722;0.240942029;266;1104;0.907795245;Test;C05_C6rf
0.111365286;2.64413713;0.115825053;0.428628784;0.454545455;10;22;0.690216811;Moreira et al. (2023);C05_C6rf
3.530047598;4.240725162;0.565120448;0.619324119;0.930612245;4104;4410;0.939712769;Arab-Alameddine et al. (2012);C05_C6rf
-0.092830211;3.0234621;0.199475087;0.505207472;0.402601331;1331;3306;0.85620483;CV10F;C05_C6svm
-0.082925186;2.615184849;0.184311241;0.492497609;0.399456522;441;1104;0.870537477;Test;C05_C6svm
0.579409464;3.381439183;0.158231029;0.485586875;0.409090909;9;22;0.619291171;Moreira et al. (2023);C05_C6svm
1.837075227;2.489913841;0.328275347;0.400689529;0.711791383;3139;4410;0.946394507;Arab-Alameddine et al. (2012);C05_C6svm
0.00226625;3.027447417;0.226249388;0.535914043;0.425287356;1406;3306;0.855617323;CV10F;C05_C6glmnet
0.009131736;2.610746605;0.211300695;0.523235782;0.413949275;457;1104;0.870771428;Test;C05_C6glmnet
0.678925276;3.37040994;0.176792199;0.494878398;0.409090909;9;22;0.628700072;Moreira et al. (2023);C05_C6glmnet
1.931299375;2.589820699;0.346568421;0.421641865;0.737868481;3254;4410;0.944188909;Arab-Alameddine et al. (2012);C05_C6glmnet
-0.081375287;3.422135953;0.157753234;0.506803912;0.36630369;1211;3306;0.8166158;CV10F;C05_C8xgb
-0.078938078;2.999737624;0.135908377;0.489330173;0.343297101;379;1104;0.829529778;Test;C05_C8xgb
0.435001466;3.641847954;0.355920271;0.779424899;0.545454545;12;22;0.418920983;Moreira et al. (2023);C05_C8xgb
5.690720468;6.25748496;0.994252942;1.090731922;0.969614512;4276;4410;0.894270039;Arab-Alameddine et al. (2012);C05_C8xgb
-0.002322813;3.459670357;0.13932096;0.451413113;0.34845735;1152;3306;0.811728292;CV10F;C05_C8rf
0.023607799;2.986378772;0.123910243;0.43213676;0.347826087;384;1104;0.830832329;Test;C05_C8rf
0.284427393;3.400521374;0.320154122;0.767763098;0.409090909;9;22;0.485991181;Moreira et al. (2023);C05_C8rf
6.180073327;6.825254204;1.089054832;1.207382796;0.967346939;4266;4410;0.863178215;Arab-Alameddine et al. (2012);C05_C8rf
-0.283709695;4.227070957;0.346564031;0.847563789;0.470356927;1555;3306;0.719781949;CV10F;C05_C8svm
-0.388893344;3.717763865;0.318583328;0.826373401;0.438405797;484;1104;0.744468878;Test;C05_C8svm
0.729491682;3.470365492;0.343556677;0.742911819;0.454545455;10;22;0.545455548;Moreira et al. (2023);C05_C8svm
3.214563358;4.008309809;0.586925715;0.697951231;0.879138322;3877;4410;0.910907799;Arab-Alameddine et al. (2012);C05_C8svm
0.002165066;4.216188461;0.443242718;0.974788779;0.513006655;1696;3306;0.719948757;CV10F;C05_C8glmnet
-0.09852686;3.702539971;0.414688307;0.952121139;0.483695652;534;1104;0.743421399;Test;C05_C8glmnet
1.02368439;3.397681841;0.399156441;0.789717333;0.5;11;22;0.585593628;Moreira et al. (2023);C05_C8glmnet
3.407422568;4.157692428;0.635037127;0.757275827;0.899319728;3966;4410;0.909225504;Arab-Alameddine et al. (2012);C05_C8glmnet
-0.010312699;4.225481934;0.238838865;0.641465633;0.448275862;1482;3306;0.718743968;CV10F;C05_C12xgb
-0.028615161;3.769140691;0.217562251;0.635198261;0.405797101;448;1104;0.731080261;Test;C05_C12xgb
0.267181673;3.956376031;0.530044797;1.180900669;0.5;11;22;0.299724066;Moreira et al. (2023);C05_C12xgb
7.281085285;8.095554419;1.376991302;1.608990297;0.963945578;4251;4410;0.758812687;Arab-Alameddine et al. (2012);C05_C12xgb
-0.003567218;4.258612591;0.225083151;0.622324347;0.439806413;1454;3306;0.714287148;CV10F;C05_C12rf
-0.013779542;3.748808475;0.21015441;0.631416804;0.408514493;451;1104;0.733389066;Test;C05_C12rf
0.569756433;3.943023157;0.580302856;1.266161392;0.454545455;10;22;0.32604758;Moreira et al. (2023);C05_C12rf
7.356691447;8.208853306;1.421207292;1.684524482;0.958276644;4226;4410;0.720840057;Arab-Alameddine et al. (2012);C05_C12rf
-0.651512304;5.191927449;0.351852995;0.960047862;0.449183303;1485;3306;0.586129336;CV10F;C05_C12svm
-0.875287583;4.497156407;0.315713088;0.935013986;0.422101449;466;1104;0.637060523;Test;C05_C12svm
0.038221235;4.171838576;0.483129611;1.440060152;0.363636364;8;22;0.284474017;Moreira et al. (2023);C05_C12svm
4.775721436;6.984689227;0.822191148;1.021322588;0.839909297;3704;4410;0.736995875;Arab-Alameddine et al. (2012);C05_C12svm
0.003736181;5.038191356;0.631237001;1.354590944;0.556261343;1839;3306;0.600098964;CV10F;C05_C12glmnet
-0.19320523;4.52312494;0.593672772;1.329464641;0.522644928;577;1104;0.621495137;Test;C05_C12glmnet
0.692500594;3.788654389;0.566516801;1.36730427;0.363636364;8;22;0.420308292;Moreira et al. (2023);C05_C12glmnet
4.326220771;5.760188238;0.83549918;1.043410455;0.861904762;3801;4410;0.778454303;Arab-Alameddine et al. (2012);C05_C12glmnet
-0.197527473;3.101345613;0.143117066;0.437094712;0.366908651;1213;3306;0.849815455;CV10F;C1_C2xgb
-0.168930599;2.597078387;0.137960869;0.423676649;0.346014493;382;1104;0.873245232;Test;C1_C2xgb
0.429884613;4.60451436;0.053054845;0.704382169;0.318181818;7;22;0.572456029;Moreira et al. (2023);C1_C2xgb
-2.941508867;4.344113102;-0.342282562;0.4026352;0.014285714;63;4410;0.751708061;Arab-Alameddine et al. (2012);C1_C2xgb
-0.002162739;3.152642885;0.171193973;0.481694703;0.37507562;1240;3306;0.843435159;CV10F;C1_C2rf
0.032070347;2.644045336;0.172093753;0.468894509;0.366847826;405;1104;0.867373967;Test;C1_C2rf
0.551905102;4.387060995;0.074577893;0.674559504;0.409090909;9;22;0.615875719;Moreira et al. (2023);C1_C2rf
-2.718537791;4.217223371;-0.30116863;0.389488506;0.034240363;151;4410;0.72707813;Arab-Alameddine et al. (2012);C1_C2rf
-0.243188695;3.226776578;0.231654563;0.584866241;0.43708409;1445;3306;0.838961914;CV10F;C1_C2svm
-0.244846587;2.889739929;0.227588684;0.577068782;0.429347826;474;1104;0.84663534;Test;C1_C2svm
-0.110825075;3.424211088;-0.009281519;0.490059261;0.409090909;9;22;0.709776764;Moreira et al. (2023);C1_C2svm
-2.52853922;4.119169609;-0.235156281;0.349412142;0.067120181;296;4410;0.762455149;Arab-Alameddine et al. (2012);C1_C2svm
-0.001427375;3.179343868;0.249996268;0.577686548;0.475196612;1571;3306;0.840753216;CV10F;C1_C2glmnet
-0.004586588;2.809687706;0.246796215;0.569858742;0.468297101;517;1104;0.8505669;Test;C1_C2glmnet
0.12064878;3.661444753;0.020069763;0.528523793;0.454545455;10;22;0.691641477;Moreira et al. (2023);C1_C2glmnet
-2.442967035;3.995697115;-0.229622479;0.341076174;0.064172336;283;4410;0.772354998;Arab-Alameddine et al. (2012);C1_C2glmnet
-0.002190656;2.146850712;0.08340848;0.276576007;0.262855414;869;3306;0.927388212;CV10F;C1_C3xgb
0.156558636;1.767465626;0.092167602;0.268716998;0.268115942;296;1104;0.942154536;Test;C1_C3xgb
-0.483917965;2.687431255;-0.093413136;0.358330111;0.227272727;5;22;0.7598334;Moreira et al. (2023);C1_C3xgb
-2.084969502;3.152672147;-0.255814684;0.303332079;0.002494331;11;4410;0.864505333;Arab-Alameddine et al. (2012);C1_C3xgb
-0.011018125;2.195511114;0.06326223;0.25606114;0.20508167;678;3306;0.924064053;CV10F;C1_C3rf
0.216543109;1.860554533;0.079499776;0.261333552;0.231884058;256;1104;0.938185553;Test;C1_C3rf
-0.211416981;2.845112312;-0.069095182;0.384349234;0.181818182;4;22;0.770467903;Moreira et al. (2023);C1_C3rf
-2.098793257;3.206394737;-0.261255651;0.318140844;0.010657596;47;4410;0.850905731;Arab-Alameddine et al. (2012);C1_C3rf
-0.235121956;2.175165093;0.067431311;0.262568787;0.22323049;738;3306;0.927072299;CV10F;C1_C3svm
-0.10967079;1.752773989;0.07452788;0.255704151;0.246376812;272;1104;0.942018955;Test;C1_C3svm
-0.873040803;2.518870709;-0.148094724;0.3338845;0.090909091;2;22;0.787557525;Moreira et al. (2023);C1_C3svm
-2.22600026;3.373192536;-0.261913354;0.314468782;0.004081633;18;4410;0.852045332;Arab-Alameddine et al. (2012);C1_C3svm
0.000568021;2.13745952;0.114314313;0.298231825;0.302480339;1000;3306;0.928044904;CV10F;C1_C3glmnet
0.136608373;1.748117555;0.123263057;0.294420877;0.31884058;352;1104;0.942641754;Test;C1_C3glmnet
-0.696909656;2.567477355;-0.110064621;0.333331655;0.136363636;3;22;0.766702398;Moreira et al. (2023);C1_C3glmnet
-2.0403104;3.193011987;-0.230498265;0.291040335;0.010657596;47;4410;0.860878055;Arab-Alameddine et al. (2012);C1_C3glmnet
-0.10823215;1.404473003;0.012872789;0.142339543;0.077737447;257;3306;0.96960434;CV10F;C1_C4xgb
0.016940724;1.138630451;0.020086474;0.140780533;0.085144928;94;1104;0.975572801;Test;C1_C4xgb
-0.759429557;1.454915965;-0.127917202;0.246426521;0.045454545;1;22;0.930899369;Moreira et al. (2023);C1_C4xgb
-1.224192065;2.05363476;-0.156038703;0.207339602;0.003174603;14;4410;0.93165238;Arab-Alameddine et al. (2012);C1_C4xgb
-0.011188668;1.392082894;0.022091946;0.149606783;0.090744102;300;3306;0.969518643;CV10F;C1_C4rf
0.120058664;1.238964708;0.029803471;0.150117441;0.097826087;108;1104;0.972437226;Test;C1_C4rf
-0.618164442;1.457522725;-0.095261624;0.248514465;0.090909091;2;22;0.922174543;Moreira et al. (2023);C1_C4rf
-1.108936485;2.000568396;-0.139859691;0.202536929;0.010884354;48;4410;0.925890329;Arab-Alameddine et al. (2012);C1_C4rf
-0.060160094;1.36820422;0.0475644;0.165239948;0.126436782;418;3306;0.970713361;CV10F;C1_C4svm
-0.006134973;1.050687082;0.047709738;0.156895056;0.124094203;137;1104;0.979078872;Test;C1_C4svm
-0.600257232;1.4838069;-0.090315469;0.247452122;0.090909091;2;22;0.91779058;Moreira et al. (2023);C1_C4svm
-1.415877789;2.293169839;-0.168636759;0.220039055;0.002494331;11;4410;0.923431132;Arab-Alameddine et al. (2012);C1_C4svm
0.000568925;1.367365934;0.059272378;0.173302916;0.144585602;478;3306;0.970575335;CV10F;C1_C4glmnet
0.055368234;1.052279236;0.06047274;0.166456301;0.140398551;155;1104;0.979045056;Test;C1_C4glmnet
-0.54765464;1.468973502;-0.079980966;0.246062325;0.090909091;2;22;0.917083303;Moreira et al. (2023);C1_C4glmnet
-1.358356005;2.242471932;-0.159106751;0.213480855;0.002947846;13;4410;0.924373501;Arab-Alameddine et al. (2012);C1_C4glmnet
-0.000702698;1.264254614;0.012640434;0.149667479;0.09800363;324;3306;0.974837113;CV10F;C1_C6xgb
0.004927872;1.097539734;0.003933218;0.152378035;0.078804348;87;1104;0.97717429;Test;C1_C6xgb
-0.528304024;2.132932358;-0.100269608;0.313089523;0.136363636;3;22;0.830817762;Moreira et al. (2023);C1_C6xgb
1.181282289;1.696157994;0.163739701;0.206344485;0.39138322;1726;4410;0.974194131;Arab-Alameddine et al. (2012);C1_C6xgb
-0.016464006;1.296457067;0.014854221;0.124725401;0.07138536;236;3306;0.973655123;CV10F;C1_C6rf
0.00487075;1.128349965;0.013317696;0.122946;0.067934783;75;1104;0.975840306;Test;C1_C6rf
-0.571916132;2.0592526;-0.091347773;0.293155315;0.181818182;4;22;0.838193025;Moreira et al. (2023);C1_C6rf
1.221198779;1.770895366;0.18341805;0.222952575;0.43537415;1920;4410;0.96930989;Arab-Alameddine et al. (2012);C1_C6rf
0.089723135;1.672527243;0.110469161;0.260533696;0.278886872;922;3306;0.956097914;CV10F;C1_C6svm
0.070578086;1.455057128;0.099718847;0.248348021;0.261775362;289;1104;0.960143552;Test;C1_C6svm
0.369647243;2.688387503;0.023255309;0.354727822;0.227272727;5;22;0.805605345;Moreira et al. (2023);C1_C6svm
0.598187549;1.007047866;0.118895536;0.1649783;0.21814059;962;4410;0.981835471;Arab-Alameddine et al. (2012);C1_C6svm
0.00059222;1.670046356;0.078308493;0.224722423;0.226860254;750;3306;0.956095653;CV10F;C1_C6glmnet
-0.020557375;1.44882563;0.06826035;0.214294987;0.214673913;237;1104;0.960429066;Test;C1_C6glmnet
0.277711624;2.635570827;-0.001183362;0.348950301;0.227272727;5;22;0.816833814;Moreira et al. (2023);C1_C6glmnet
0.463150796;0.931222064;0.092664214;0.14008878;0.143764172;634;4410;0.981561628;Arab-Alameddine et al. (2012);C1_C6glmnet
-0.192136977;2.258528974;0.052284573;0.258297226;0.220810647;730;3306;0.921566012;CV10F;C1_C8xgb
-0.223108482;2.004765476;0.038091406;0.246899066;0.211050725;233;1104;0.925729471;Test;C1_C8xgb
-0.559443576;2.079171039;0.034559592;0.432071573;0.272727273;6;22;0.819780222;Moreira et al. (2023);C1_C8xgb
3.235051545;3.824651869;0.526859204;0.580947519;0.865986395;3819;4410;0.928223881;Arab-Alameddine et al. (2012);C1_C8xgb
-0.01588844;2.274757555;0.045258452;0.231286962;0.214761041;710;3306;0.918543121;CV10F;C1_C8rf
-0.06259302;1.990295861;0.035486637;0.226237086;0.196557971;217;1104;0.92490993;Test;C1_C8rf
-0.181799397;2.081579467;0.089254631;0.471643855;0.272727273;6;22;0.812583722;Moreira et al. (2023);C1_C8rf
3.632644308;4.290731787;0.590860611;0.653777812;0.890929705;3929;4410;0.913766495;Arab-Alameddine et al. (2012);C1_C8rf
-0.023114021;2.814821952;0.23292418;0.54469694;0.433454325;1433;3306;0.875906997;CV10F;C1_C8svm
-0.147042224;2.520139911;0.21262865;0.527216624;0.405797101;448;1104;0.885836446;Test;C1_C8svm
0.560496883;2.482230618;0.186815059;0.508184476;0.409090909;9;22;0.796970193;Moreira et al. (2023);C1_C8svm
1.862323562;2.399234309;0.348028739;0.423343227;0.717913832;3166;4410;0.952788085;Arab-Alameddine et al. (2012);C1_C8svm
0.000730202;2.802449762;0.206750531;0.495193189;0.429219601;1419;3306;0.876291332;CV10F;C1_C8glmnet
-0.131320645;2.501326288;0.184012719;0.473792269;0.398550725;440;1104;0.884371392;Test;C1_C8glmnet
0.567025588;2.48249231;0.162763815;0.4766199;0.454545455;10;22;0.819624293;Moreira et al. (2023);C1_C8glmnet
1.74838965;2.268727832;0.319084769;0.384950205;0.689115646;3039;4410;0.958727753;Arab-Alameddine et al. (2012);C1_C8glmnet
