bias_brut;rmse;bias_rel;relative_rmse;biais_out_20percent;nb_out_20percent;n;R2;val;Combination
-0.27167675;2.19406739;0.075835272;0.371568064;0.318181818;7;22;0.79038019;Moreira et al. (2023);C05_C4_C12glmnet
0.578675346;1.220750349;0.105241756;0.163435637;0.146258503;645;4410;0.969549839;Arab-Alameddine et al. (2012);C05_C4_C12glmnet
-0.037597315;1.337475977;0.011739667;0.116195048;0.054446461;180;3306;0.971997006;CV10F;C05_C4_C12rf
0.070513386;1.141223404;0.015149946;0.114840458;0.063405797;70;1104;0.976284345;Test;C05_C4_C12rf
-0.547625268;2.051144461;-0.02259665;0.309379481;0.272727273;6;22;0.831186279;Moreira et al. (2023);C05_C4_C12rf
0.508765826;1.329855194;0.093532672;0.163642068;0.192970522;851;4410;0.956491042;Arab-Alameddine et al. (2012);C05_C4_C12rf
-0.066455845;1.604843343;0.050469887;0.186253088;0.173926195;575;3306;0.959535558;CV10F;C05_C4_C12svm
-0.045951864;1.345721465;0.04720781;0.184194561;0.162137681;179;1104;0.965673696;Test;C05_C4_C12svm
-0.348736855;2.24386024;0.064968454;0.370915733;0.318181818;7;22;0.783991456;Moreira et al. (2023);C05_C4_C12svm
0.541450896;1.157315748;0.09615327;0.151301722;0.116780045;515;4410;0.972575401;Arab-Alameddine et al. (2012);C05_C4_C12svm
-0.012244107;1.258523796;0.013995611;0.114131688;0.055958863;185;3306;0.975055986;CV10F;C05_C4_C12xgb
0.065342769;1.157578191;0.015558566;0.112972807;0.057971014;64;1104;0.975685494;Test;C05_C4_C12xgb
-0.484809441;2.163496183;0.035368083;0.326676267;0.318181818;7;22;0.811326067;Moreira et al. (2023);C05_C4_C12xgb
0.783410858;1.31149178;0.121542733;0.159569149;0.218820862;965;4410;0.975768685;Arab-Alameddine et al. (2012);C05_C4_C12xgb
0.001682599;1.768324184;0.081093608;0.229406213;0.246521476;815;3306;0.950750499;CV10F;C05_C4_C6glmnet
0.067755497;1.455678947;0.08011736;0.22543465;0.237318841;262;1104;0.960034439;Test;C05_C4_C6glmnet
-0.253279266;2.069540131;0.01499187;0.324827911;0.318181818;7;22;0.810487948;Moreira et al. (2023);C05_C4_C6glmnet
-0.203594909;1.612644981;0.002476725;0.17271077;0.094331066;416;4410;0.922833952;Arab-Alameddine et al. (2012);C05_C4_C6glmnet
-0.033070093;1.313196192;0.014066526;0.113601149;0.054446461;180;3306;0.973131245;CV10F;C05_C4_C6rf
0.086029946;1.100283965;0.018242789;0.111976256;0.059782609;66;1104;0.977960248;Test;C05_C4_C6rf
-0.553001569;1.942681122;-0.043000791;0.267795056;0.227272727;5;22;0.851308573;Moreira et al. (2023);C05_C4_C6rf
0.355891756;1.317809887;0.058385166;0.14600791;0.142403628;628;4410;0.954352551;Arab-Alameddine et al. (2012);C05_C4_C6rf
-0.089479195;1.761806155;0.048433145;0.197420618;0.195099819;645;3306;0.951241301;CV10F;C05_C4_C6svm
-0.017389117;1.460922499;0.048615361;0.194361962;0.185688406;205;1104;0.959719299;Test;C05_C4_C6svm
-0.36262089;2.112944134;-0.006612233;0.324022786;0.272727273;6;22;0.805268991;Moreira et al. (2023);C05_C4_C6svm
-0.322533567;1.596759673;-0.021397522;0.165514257;0.06462585;285;4410;0.926222597;Arab-Alameddine et al. (2012);C05_C4_C6svm
-0.017859901;1.262726971;0.013219748;0.112215383;0.0538415;178;3306;0.974894015;CV10F;C05_C4_C6xgb
0.07965851;1.123674727;0.016305956;0.112146171;0.053442029;59;1104;0.977355651;Test;C05_C4_C6xgb
-0.504005448;1.981963808;-0.031188602;0.275964359;0.272727273;6;22;0.840489997;Moreira et al. (2023);C05_C4_C6xgb
0.525396311;1.191455305;0.077886927;0.136811278;0.138095238;609;4410;0.971341536;Arab-Alameddine et al. (2012);C05_C4_C6xgb
0.001713636;1.705879165;0.077208466;0.220440073;0.235632184;779;3306;0.95416953;CV10F;C05_C4_C8glmnet
0.051394411;1.434760947;0.074900843;0.217163486;0.218297101;241;1104;0.961098015;Test;C05_C4_C8glmnet
-0.202323212;2.094630751;0.03959859;0.316861056;0.318181818;7;22;0.804700633;Moreira et al. (2023);C05_C4_C8glmnet
0.116540409;1.351176175;0.044619913;0.1583275;0.104535147;461;4410;0.946028785;Arab-Alameddine et al. (2012);C05_C4_C8glmnet
-0.040147294;1.328726638;0.01405732;0.114731027;0.054446461;180;3306;0.972577012;CV10F;C05_C4_C8rf
0.079076248;1.111677515;0.01788576;0.113272524;0.060688406;67;1104;0.977387661;Test;C05_C4_C8rf
-0.587739369;2.05290157;-0.032012377;0.253654558;0.181818182;4;22;0.838004167;Moreira et al. (2023);C05_C4_C8rf
0.360378393;1.287170403;0.066293561;0.146792778;0.158730159;700;4410;0.954875621;Arab-Alameddine et al. (2012);C05_C4_C8rf
-0.044109035;1.696670302;0.060271383;0.202548963;0.204476709;676;3306;0.954696132;CV10F;C05_C4_C8svm
0.0061298;1.440437822;0.056897034;0.19849047;0.191123188;211;1104;0.96078772;Test;C05_C4_C8svm
-0.255747227;2.124709618;0.028868415;0.31492553;0.318181818;7;22;0.800137686;Moreira et al. (2023);C05_C4_C8svm
0.07342551;1.308260005;0.034154651;0.149130307;0.0861678;380;4410;0.949127687;Arab-Alameddine et al. (2012);C05_C4_C8svm
-0.014916373;1.248991726;0.013500967;0.113042859;0.055656382;184;3306;0.975439188;CV10F;C05_C4_C8xgb
0.074594938;1.15250544;0.017631121;0.11334939;0.055253623;61;1104;0.975928581;Test;C05_C4_C8xgb
-0.53810364;2.032986508;-0.015330669;0.260004761;0.227272727;5;22;0.837483563;Moreira et al. (2023);C05_C4_C8xgb
0.553622555;1.108794108;0.086807419;0.135918261;0.146258503;645;4410;0.975346857;Arab-Alameddine et al. (2012);C05_C4_C8xgb
0.00335858;3.007329406;0.216507607;0.517627434;0.416515426;1377;3306;0.857515901;CV10F;C05_C6_C12glmnet
0.034717785;2.603632905;0.204096895;0.507130745;0.410326087;453;1104;0.871376933;Test;C05_C6_C12glmnet
0.675789678;3.588503642;0.136068373;0.511839869;0.363636364;8;22;0.61856105;Moreira et al. (2023);C05_C6_C12glmnet
1.484349901;2.330457504;0.28191051;0.374959101;0.586621315;2587;4410;0.925666312;Arab-Alameddine et al. (2012);C05_C6_C12glmnet
-0.019416297;2.208753605;0.047522178;0.222949144;0.21415608;708;3306;0.923429005;CV10F;C05_C6_C12rf
0.126668785;1.95615609;0.048579573;0.224773537;0.21557971;238;1104;0.930143385;Test;C05_C6_C12rf
0.10466946;2.615316546;0.102193274;0.415557005;0.409090909;9;22;0.700452036;Moreira et al. (2023);C05_C6_C12rf
2.667829274;3.505366958;0.42395737;0.503877437;0.778911565;3435;4410;0.927322114;Arab-Alameddine et al. (2012);C05_C6_C12rf
-0.070601354;2.996398135;0.190744563;0.485549006;0.398064126;1316;3306;0.858630743;CV10F;C05_C6_C12svm
-0.033029918;2.610809868;0.178026695;0.474895619;0.387681159;428;1104;0.870679909;Test;C05_C6_C12svm
0.596695113;3.663706905;0.116534462;0.514163027;0.363636364;8;22;0.602798473;Moreira et al. (2023);C05_C6_C12svm
1.37941869;2.234378875;0.261244755;0.352511359;0.548979592;2421;4410;0.927852359;Arab-Alameddine et al. (2012);C05_C6_C12svm
-0.004653626;2.098074939;0.041986807;0.215589189;0.199334543;659;3306;0.930669563;CV10F;C05_C6_C12xgb
0.09991495;1.949520751;0.042055603;0.219183793;0.195652174;216;1104;0.931362927;Test;C05_C6_C12xgb
-0.067531461;2.733412695;0.051162574;0.409344831;0.363636364;8;22;0.678263258;Moreira et al. (2023);C05_C6_C12xgb
2.370956213;3.356015854;0.37456617;0.472683552;0.684126984;3017;4410;0.908680013;Arab-Alameddine et al. (2012);C05_C6_C12xgb
0.002569998;2.851329801;0.190100086;0.463978655;0.403811252;1335;3306;0.871915542;CV10F;C05_C6_C8glmnet
0.063160854;2.448813386;0.180996755;0.455275541;0.40307971;445;1104;0.886374407;Test;C05_C6_C8glmnet
0.487261664;3.493416197;0.079464632;0.54681269;0.272727273;6;22;0.637813603;Moreira et al. (2023);C05_C6_C8glmnet
0.930214392;2.253398661;0.195602815;0.324979936;0.441950113;1949;4410;0.89104347;Arab-Alameddine et al. (2012);C05_C6_C8glmnet
-0.021647304;2.129797238;0.044976264;0.21695922;0.20538415;679;3306;0.928875312;CV10F;C05_C6_C8rf
0.122642612;1.952248819;0.047097061;0.219561402;0.199275362;220;1104;0.930009351;Test;C05_C6_C8rf
0.001466033;2.700648714;0.06082448;0.395839013;0.409090909;9;22;0.688067854;Moreira et al. (2023);C05_C6_C8rf
2.370877079;3.289366685;0.368046596;0.443274599;0.724489796;3195;4410;0.925907377;Arab-Alameddine et al. (2012);C05_C6_C8rf
-0.123041546;2.843181422;0.155868723;0.426782959;0.378705384;1252;3306;0.872938921;CV10F;C05_C6_C8svm
-0.055410707;2.446243528;0.146710161;0.418172697;0.367753623;406;1104;0.8865224;Test;C05_C6_C8svm
0.343510454;3.484305315;0.047623183;0.550806298;0.272727273;6;22;0.635028143;Moreira et al. (2023);C05_C6_C8svm
0.71002057;2.202086369;0.158681389;0.300772105;0.377777778;1666;4410;0.884181211;Arab-Alameddine et al. (2012);C05_C6_C8svm
-0.017239519;2.017206504;0.038503051;0.208741239;0.192075015;635;3306;0.935899721;CV10F;C05_C6_C8xgb
0.120288802;1.917327771;0.043799937;0.216092817;0.203804348;225;1104;0.933823907;Test;C05_C6_C8xgb
-0.333270945;2.624131879;0.000703071;0.393851594;0.363636364;8;22;0.702359906;Moreira et al. (2023);C05_C6_C8xgb
1.917556708;2.926740264;0.298449883;0.384243719;0.61292517;2703;4410;0.918933094;Arab-Alameddine et al. (2012);C05_C6_C8xgb
0.003489154;4.102075397;0.411822183;0.912248533;0.503024803;1663;3306;0.734901615;CV10F;C05_C8_C12glmnet
-0.032748414;3.640796521;0.387488123;0.890545652;0.47826087;528;1104;0.748984622;Test;C05_C8_C12glmnet
1.158913831;4.371777422;0.299825694;0.689396863;0.454545455;10;22;0.511565662;Moreira et al. (2023);C05_C8_C12glmnet
2.383706728;3.268255703;0.482723947;0.620580582;0.779138322;3436;4410;0.885996348;Arab-Alameddine et al. (2012);C05_C8_C12glmnet
-0.019636873;3.091605718;0.088903354;0.353104663;0.311252269;1029;3306;0.84943093;CV10F;C05_C8_C12rf
0.045683104;2.623604194;0.086336957;0.341937409;0.3125;345;1104;0.870118459;Test;C05_C8_C12rf
0.434502201;4.317927959;0.310495235;0.845053143;0.454545455;10;22;0.297442593;Moreira et al. (2023);C05_C8_C12rf
5.242365059;6.292805245;0.887667304;1.015713029;0.93537415;4125;4410;0.837325572;Arab-Alameddine et al. (2012);C05_C8_C12rf
-0.284990952;4.110602011;0.32501515;0.803820013;0.463399879;1532;3306;0.735152279;CV10F;C05_C8_C12svm
-0.316731992;3.662850942;0.301971995;0.784421906;0.43115942;476;1104;0.748284993;Test;C05_C8_C12svm
0.863595071;4.401471234;0.242747444;0.654353045;0.363636364;8;22;0.484034858;Moreira et al. (2023);C05_C8_C12svm
2.110903774;3.005616744;0.427680152;0.556923711;0.740362812;3265;4410;0.892593392;Arab-Alameddine et al. (2012);C05_C8_C12svm
-0.020025401;3.059939841;0.089540858;0.347237694;0.304295221;1006;3306;0.852618392;CV10F;C05_C8_C12xgb
0.065062649;2.678786616;0.086256993;0.338327582;0.298913043;330;1104;0.866337593;Test;C05_C8_C12xgb
0.134674235;4.699339689;0.208366271;0.871237839;0.363636364;8;22;0.24873088;Moreira et al. (2023);C05_C8_C12xgb
4.786709929;5.992555863;0.813299165;0.955782437;0.884353741;3900;4410;0.808741927;Arab-Alameddine et al. (2012);C05_C8_C12xgb
0.004041103;5.035086382;0.626995566;1.345543689;0.555958863;1838;3306;0.600598546;CV10F;C0_C05_C12glmnet
-0.201296142;4.5113199;0.588749169;1.320428955;0.518115942;572;1104;0.624068917;Test;C0_C05_C12glmnet
3.356985279;7.800789177;1.037387782;1.99630529;0.636363636;14;22;0.210997234;Moreira et al. (2023);C0_C05_C12glmnet
4.283295673;5.596535296;0.829258029;1.031238564;0.867346939;3825;4410;0.795536129;Arab-Alameddine et al. (2012);C0_C05_C12glmnet
0.000972685;4.190731163;0.204485764;0.609666212;0.412885662;1365;3306;0.723437721;CV10F;C0_C05_C12rf
0.004969671;3.731435651;0.190817243;0.595453045;0.394021739;435;1104;0.736518142;Test;C0_C05_C12rf
4.984565676;7.074508146;1.284935937;2.057060891;0.772727273;17;22;0.424815294;Moreira et al. (2023);C0_C05_C12rf
7.616923329;8.514283591;1.458764007;1.735293207;0.963945578;4251;4410;0.719162522;Arab-Alameddine et al. (2012);C0_C05_C12rf
-0.532599921;5.187025796;0.374559703;0.980226194;0.460980036;1524;3306;0.586616549;CV10F;C0_C05_C12svm
-0.77944052;4.456449539;0.335029237;0.950761663;0.433876812;479;1104;0.640068206;Test;C0_C05_C12svm
4.352014358;10.88415737;1.247382026;2.570108004;0.545454545;12;22;0.114914691;Moreira et al. (2023);C0_C05_C12svm
4.858351239;6.86021991;0.837322856;1.024632388;0.859863946;3792;4410;0.761566242;Arab-Alameddine et al. (2012);C0_C05_C12svm
-0.015695172;4.193532811;0.238880674;0.644212502;0.442528736;1463;3306;0.722971397;CV10F;C0_C05_C12xgb
-0.030573082;3.724749418;0.214025269;0.620278919;0.408514493;451;1104;0.737380666;Test;C0_C05_C12xgb
4.181052095;6.549350714;1.070285408;1.763308003;0.772727273;17;22;0.497893477;Moreira et al. (2023);C0_C05_C12xgb
7.37581569;8.179442865;1.389395217;1.618712696;0.967573696;4267;4410;0.763830437;Arab-Alameddine et al. (2012);C0_C05_C12xgb
0.00027918;3.50251839;0.31912651;0.726878154;0.488505747;1615;3306;0.806729467;CV10F;C0_C05_C1glmnet
-0.221082302;3.255261172;0.291206698;0.702045442;0.45923913;507;1104;0.805941546;Test;C0_C05_C1glmnet
5.02970633;12.60741384;1.124237685;2.629799864;0.590909091;13;22;0.226211122;Moreira et al. (2023);C0_C05_C1glmnet
1.654366858;3.242034324;0.3586974;0.536788772;0.606575964;2675;4410;0.813595412;Arab-Alameddine et al. (2012);C0_C05_C1glmnet
-0.030812049;2.804766693;0.076906892;0.309562122;0.272837266;902;3306;0.876216101;CV10F;C0_C05_C1rf
-0.037248336;2.42598848;0.06345182;0.298497248;0.281702899;311;1104;0.888340175;Test;C0_C05_C1rf
5.116790125;10.13899939;1.069222259;2.06665548;0.636363636;14;22;0.421390158;Moreira et al. (2023);C0_C05_C1rf
3.143514724;4.227459364;0.576602718;0.774709941;0.715419501;3155;4410;0.81994164;Arab-Alameddine et al. (2012);C0_C05_C1rf
-0.064288723;3.530784375;0.307629391;0.718469211;0.473684211;1566;3306;0.803681687;CV10F;C0_C05_C1svm
-0.302345139;3.216532044;0.277622699;0.691548229;0.442028986;488;1104;0.815075332;Test;C0_C05_C1svm
5.55378987;13.75990872;1.254885371;2.908478978;0.590909091;13;22;0.187504235;Moreira et al. (2023);C0_C05_C1svm
2.139793003;3.860620839;0.423744776;0.604957443;0.651247166;2872;4410;0.790610777;Arab-Alameddine et al. (2012);C0_C05_C1svm
-0.017094234;2.717074845;0.069740736;0.301822758;0.260738052;862;3306;0.883708383;CV10F;C0_C05_C1xgb
-0.05801104;2.439104455;0.055235355;0.29063684;0.252717391;279;1104;0.887231884;Test;C0_C05_C1xgb
5.457553355;10.19132474;1.127728114;2.03555661;0.636363636;14;22;0.507569497;Moreira et al. (2023);C0_C05_C1xgb
1.853626377;3.296818781;0.33276391;0.549752397;0.524716553;2314;4410;0.853470562;Arab-Alameddine et al. (2012);C0_C05_C1xgb
0.000419525;1.955417845;0.104613325;0.28042904;0.274652148;908;3306;0.939792865;CV10F;C0_C05_C2glmnet
-0.147602657;1.869697378;0.090895467;0.272304535;0.277173913;306;1104;0.935650622;Test;C0_C05_C2glmnet
4.009827947;9.674465525;0.842941472;1.943067155;0.681818182;15;22;0.309134505;Moreira et al. (2023);C0_C05_C2glmnet
0.66859993;1.72349531;0.135591099;0.236951709;0.338548753;1493;4410;0.93202461;Arab-Alameddine et al. (2012);C0_C05_C2glmnet
-0.041823954;1.68987101;0.023655977;0.150782427;0.103750756;343;3306;0.955436908;CV10F;C0_C05_C2rf
-0.08517492;1.444798533;0.012170446;0.140835272;0.094202899;104;1104;0.96059031;Test;C0_C05_C2rf
3.202907473;6.511749702;0.62231768;1.192947785;0.590909091;13;22;0.584782421;Moreira et al. (2023);C0_C05_C2rf
1.346572574;2.269958022;0.241585159;0.363296657;0.507482993;2238;4410;0.913096818;Arab-Alameddine et al. (2012);C0_C05_C2rf
-0.047169679;1.981203185;0.109013524;0.294938288;0.273744707;905;3306;0.938538341;CV10F;C0_C05_C2svm
-0.199822629;1.881049144;0.094648616;0.286204691;0.274456522;303;1104;0.936818826;Test;C0_C05_C2svm
4.223143995;10.16821797;0.898749438;2.062540644;0.681818182;15;22;0.285197864;Moreira et al. (2023);C0_C05_C2svm
0.929100996;1.974936338;0.175214644;0.274770064;0.400907029;1768;4410;0.92445169;Arab-Alameddine et al. (2012);C0_C05_C2svm
-0.021743505;1.518284872;0.02118352;0.146568558;0.091651543;303;3306;0.963783914;CV10F;C0_C05_C2xgb
-0.055344036;1.348959149;0.011948108;0.138933338;0.086050725;95;1104;0.965535856;Test;C0_C05_C2xgb
3.885058501;7.224742343;0.777914754;1.371038439;0.636363636;14;22;0.544271317;Moreira et al. (2023);C0_C05_C2xgb
0.734009208;1.839503394;0.133369846;0.245296078;0.34829932;1536;4410;0.930727893;Arab-Alameddine et al. (2012);C0_C05_C2xgb
0.001786133;1.143967341;0.032618114;0.124480821;0.079249849;262;3306;0.979408019;CV10F;C0_C05_C3glmnet
0.036061611;1.033665681;0.033062921;0.124123966;0.08423913;93;1104;0.979911888;Test;C0_C05_C3glmnet
2.179912499;6.655467333;0.51157607;1.353946173;0.590909091;13;22;0.34633712;Moreira et al. (2023);C0_C05_C3glmnet
0.480845505;1.048322061;0.077713904;0.127399981;0.111564626;492;4410;0.978288947;Arab-Alameddine et al. (2012);C0_C05_C3glmnet
-0.041247651;1.231261977;0.00949314;0.104106962;0.037205082;123;3306;0.9763399;CV10F;C0_C05_C3rf
0.045740675;1.027531776;0.010399038;0.100227541;0.036231884;40;1104;0.980599591;Test;C0_C05_C3rf
1.161769279;3.808296199;0.286906579;0.712103132;0.5;11;22;0.629785963;Moreira et al. (2023);C0_C05_C3rf
0.610092087;1.341640628;0.112114975;0.188528138;0.278004535;1226;4410;0.958117883;Arab-Alameddine et al. (2012);C0_C05_C3rf
0.047681208;1.14415188;0.057910789;0.151073259;0.127949183;423;3306;0.979528925;CV10F;C0_C05_C3svm
0.078707224;1.027382859;0.057236484;0.149210694;0.125;138;1104;0.980124635;Test;C0_C05_C3svm
2.306649258;6.820331489;0.543775692;1.399128997;0.590909091;13;22;0.334603134;Moreira et al. (2023);C0_C05_C3svm
0.591679112;1.1298285;0.100321045;0.147898767;0.173015873;763;4410;0.97707982;Arab-Alameddine et al. (2012);C0_C05_C3svm
-0.021659587;1.101130952;0.010656321;0.101086738;0.034482759;114;3306;0.980939917;CV10F;C0_C05_C3xgb
0.059904096;0.963893669;0.012575894;0.096870081;0.029891304;33;1104;0.983255951;Test;C0_C05_C3xgb
1.573932572;4.373762872;0.383757956;0.890160732;0.5;11;22;0.562874749;Moreira et al. (2023);C0_C05_C3xgb
0.679776367;1.231851688;0.107993093;0.155562321;0.209070295;922;4410;0.97458566;Arab-Alameddine et al. (2012);C0_C05_C3xgb
0.002353769;1.610746122;0.070501961;0.20533531;0.210828796;697;3306;0.959140781;CV10F;C0_C05_C4glmnet
0.019852042;1.350052485;0.066078871;0.201703322;0.182971014;202;1104;0.96542967;Test;C0_C05_C4glmnet
1.08614867;3.618719312;0.31448643;0.776225693;0.5;11;22;0.582965704;Moreira et al. (2023);C0_C05_C4glmnet
0.532307807;1.200411861;0.099188039;0.160024856;0.134013605;591;4410;0.968698015;Arab-Alameddine et al. (2012);C0_C05_C4glmnet
-0.038122126;1.338936831;0.011663043;0.116697567;0.054748941;181;3306;0.97192907;CV10F;C0_C05_C4rf
0.069885624;1.131439843;0.014320734;0.11449661;0.0625;69;1104;0.976709732;Test;C0_C05_C4rf
-0.316164915;1.972616429;0.039097762;0.363860923;0.363636364;8;22;0.836843089;Moreira et al. (2023);C0_C05_C4rf
0.502846371;1.326198111;0.090360619;0.161405106;0.178231293;786;4410;0.956546095;Arab-Alameddine et al. (2012);C0_C05_C4rf
-0.017916592;1.605676602;0.070292804;0.20679047;0.208711434;690;3306;0.959466778;CV10F;C0_C05_C4svm
0.004250669;1.353038393;0.066397817;0.203970937;0.185688406;205;1104;0.965257944;Test;C0_C05_C4svm
1.095866164;3.667359857;0.32053854;0.789430928;0.5;11;22;0.57182029;Moreira et al. (2023);C0_C05_C4svm
0.531564306;1.1614038;0.100339915;0.158605714;0.137188209;605;4410;0.970932151;Arab-Alameddine et al. (2012);C0_C05_C4svm
-0.015897842;1.266427976;0.013905822;0.114303756;0.055353902;183;3306;0.974749714;CV10F;C0_C05_C4xgb
0.064485165;1.156458214;0.015497981;0.112331769;0.053442029;59;1104;0.975720285;Test;C0_C05_C4xgb
0.177936489;2.403063767;0.164247066;0.528538995;0.5;11;22;0.74195217;Moreira et al. (2023);C0_C05_C4xgb
0.802091099;1.27649844;0.12530726;0.161411707;0.222222222;980;4410;0.977167391;Arab-Alameddine et al. (2012);C0_C05_C4xgb
0.003071732;2.997788;0.215929813;0.516019953;0.413793103;1368;3306;0.858418586;CV10F;C0_C05_C6glmnet
0.042506894;2.593948621;0.204919906;0.506964164;0.412137681;455;1104;0.87234623;Test;C0_C05_C6glmnet
-0.245275249;4.195949133;-0.033767994;0.59563484;0.272727273;6;22;0.502942083;Moreira et al. (2023);C0_C05_C6glmnet
1.417240234;2.298466806;0.272401838;0.36900488;0.561451247;2476;4410;0.922833459;Arab-Alameddine et al. (2012);C0_C05_C6glmnet
-0.025953658;2.196103375;0.046653668;0.222450852;0.209316394;692;3306;0.924324283;CV10F;C0_C05_C6rf
0.148206974;1.954305878;0.049824582;0.225067527;0.214673913;237;1104;0.930806365;Test;C0_C05_C6rf
-0.40382229;2.70757095;0.008630168;0.357732593;0.318181818;7;22;0.682313467;Moreira et al. (2023);C0_C05_C6rf
2.628538311;3.483054254;0.423148376;0.50525237;0.763265306;3366;4410;0.922133947;Arab-Alameddine et al. (2012);C0_C05_C6rf
-0.039338767;2.987349497;0.204007911;0.501818389;0.406533575;1344;3306;0.859441028;CV10F;C0_C05_C6svm
0.009651533;2.59759166;0.194015033;0.493953458;0.406702899;449;1104;0.871956775;Test;C0_C05_C6svm
-0.366500289;4.36116181;-0.058455754;0.623925651;0.272727273;6;22;0.478540353;Moreira et al. (2023);C0_C05_C6svm
1.340731844;2.231575113;0.259693814;0.356767616;0.540589569;2384;4410;0.92347059;Arab-Alameddine et al. (2012);C0_C05_C6svm
-0.011571436;2.129961213;0.041529392;0.215115742;0.207199032;685;3306;0.928536389;CV10F;C0_C05_C6xgb
0.121468565;1.948999487;0.044796242;0.219402244;0.208333333;230;1104;0.931968569;Test;C0_C05_C6xgb
-0.666954717;2.631096385;-0.07304741;0.335263491;0.227272727;5;22;0.721069991;Moreira et al. (2023);C0_C05_C6xgb
2.410596207;3.381962176;0.380677054;0.472423921;0.712471655;3142;4410;0.910701504;Arab-Alameddine et al. (2012);C0_C05_C6xgb
0.002813395;4.075191977;0.407563642;0.903752972;0.502722323;1662;3306;0.738365496;CV10F;C0_C05_C8glmnet
-0.014122301;3.623829025;0.385823582;0.884478471;0.480978261;531;1104;0.751073366;Test;C0_C05_C8glmnet
-2.429149902;9.219220166;-0.349486438;1.677026472;0.318181818;7;22;0.108312652;Moreira et al. (2023);C0_C05_C8glmnet
2.35385075;3.250459076;0.475621924;0.613450825;0.772789116;3408;4410;0.886097102;Arab-Alameddine et al. (2012);C0_C05_C8glmnet
-0.001889901;3.094698887;0.092128569;0.352614564;0.309134906;1022;3306;0.849118273;CV10F;C0_C05_C8rf
0.120873414;2.596099933;0.093039152;0.344946762;0.321557971;355;1104;0.8733981;Test;C0_C05_C8rf
-0.401825953;3.931478976;0.162308394;0.669364507;0.454545455;10;22;0.375508893;Moreira et al. (2023);C0_C05_C8rf
5.346350116;6.309089853;0.90900413;1.028017583;0.944671202;4166;4410;0.846899723;Arab-Alameddine et al. (2012);C0_C05_C8rf
-0.244218948;4.079836702;0.324942878;0.796687293;0.467332123;1545;3306;0.738706058;CV10F;C0_C05_C8svm
-0.247636262;3.642651666;0.304254171;0.777482961;0.4375;483;1104;0.749549911;Test;C0_C05_C8svm
-2.765343626;9.668675642;-0.415607537;1.745880967;0.272727273;6;22;0.090830223;Moreira et al. (2023);C0_C05_C8svm
2.190503121;3.079013262;0.434115049;0.559628764;0.746485261;3292;4410;0.895358105;Arab-Alameddine et al. (2012);C0_C05_C8svm
-0.016357207;3.021363688;0.089775958;0.345011873;0.302177858;999;3306;0.856228889;CV10F;C0_C05_C8xgb
0.142869222;2.649399425;0.094683445;0.344280281;0.319746377;353;1104;0.870180896;Test;C0_C05_C8xgb
-1.195479046;4.165976301;-0.064121191;0.668355847;0.227272727;5;22;0.395704319;Moreira et al. (2023);C0_C05_C8xgb
4.92983105;6.025999262;0.836074606;0.967802358;0.911791383;4021;4410;0.829107864;Arab-Alameddine et al. (2012);C0_C05_C8xgb
0.002066791;3.777793833;0.370033894;0.827573102;0.514519056;1701;3306;0.775210577;CV10F;C0_C1_C12glmnet
-0.22822561;3.516980691;0.338009367;0.804576137;0.483695652;534;1104;0.772419095;Test;C0_C1_C12glmnet
3.217407847;8.121903602;0.830497514;1.777711962;0.590909091;13;22;0.339861723;Moreira et al. (2023);C0_C1_C12glmnet
2.481436849;3.61344947;0.485472666;0.63075515;0.725170068;3198;4410;0.858894546;Arab-Alameddine et al. (2012);C0_C1_C12glmnet
-0.011778144;3.241594879;0.112950456;0.393738592;0.348759831;1153;3306;0.834457559;CV10F;C0_C1_C12rf
-0.064350316;2.893107999;0.098665205;0.390043094;0.329710145;364;1104;0.841238931;Test;C0_C1_C12rf
3.254363185;6.200908472;0.802486576;1.501574841;0.727272727;16;22;0.532142429;Moreira et al. (2023);C0_C1_C12rf
5.162671095;5.969963011;0.941961679;1.097157319;0.906349206;3997;4410;0.81081178;Arab-Alameddine et al. (2012);C0_C1_C12rf
-0.21032917;3.847514083;0.312235262;0.761062984;0.464912281;1537;3306;0.76756896;CV10F;C0_C1_C12svm
-0.455987853;3.47785008;0.278667237;0.735608604;0.434782609;480;1104;0.786082072;Test;C0_C1_C12svm
5.05684246;12.48939314;1.203859227;2.692554605;0.590909091;13;22;0.188805584;Moreira et al. (2023);C0_C1_C12svm
2.914327564;4.360477318;0.53443761;0.68838518;0.743310658;3278;4410;0.824977366;Arab-Alameddine et al. (2012);C0_C1_C12svm
-0.190099932;3.250346084;0.125185166;0.422730539;0.351784634;1163;3306;0.835176328;CV10F;C0_C1_C12xgb
-0.248303892;2.90852919;0.105645343;0.408562062;0.335144928;370;1104;0.84158913;Test;C0_C1_C12xgb
2.78769252;5.766856771;0.731800213;1.413867945;0.681818182;15;22;0.559832462;Moreira et al. (2023);C0_C1_C12xgb
4.648821735;5.384297915;0.840169139;0.968814725;0.903628118;3985;4410;0.845777593;Arab-Alameddine et al. (2012);C0_C1_C12xgb
0.000861643;1.958739269;0.106300809;0.284081;0.282214156;933;3306;0.939588781;CV10F;C0_C1_C2glmnet
-0.141909858;1.871241325;0.09375044;0.276739678;0.283514493;313;1104;0.935503667;Test;C0_C1_C2glmnet
3.980755234;9.606217082;0.840099338;1.935175696;0.681818182;15;22;0.307078015;Moreira et al. (2023);C0_C1_C2glmnet
