bias_brut;rmse;bias_rel;relative_rmse;biais_out_20percent;nb_out_20percent;n;R2;val;Combination
0.329773158;3.898209569;0.060432914;0.56107706;0.363636364;8;22;0.655325425;Moreira et al. (2023);C05_C1_C2glmnet
-1.973415018;3.607961777;-0.181080783;0.318520743;0.092970522;410;4410;0.747250367;Arab-Alameddine et al. (2012);C05_C1_C2glmnet
-0.055681654;2.676968065;0.079771873;0.294321018;0.247731397;819;3306;0.88722539;CV10F;C05_C1_C2rf
-0.07287156;2.165733616;0.077753557;0.328524075;0.227355072;251;1104;0.911203294;Test;C05_C1_C2rf
1.612348495;4.911906583;0.277071105;0.836814754;0.409090909;9;22;0.570235597;Moreira et al. (2023);C05_C1_C2rf
-1.627859029;3.68764754;-0.104056496;0.422198755;0.173922902;767;4410;0.683736792;Arab-Alameddine et al. (2012);C05_C1_C2rf
-0.172624987;3.090706234;0.230393914;0.5639222;0.438596491;1450;3306;0.852016315;CV10F;C05_C1_C2svm
-0.177742894;2.73865392;0.225083121;0.556611195;0.430253623;475;1104;0.861720696;Test;C05_C1_C2svm
0.103093367;3.561998851;0.033047597;0.513682554;0.363636364;8;22;0.686041992;Moreira et al. (2023);C05_C1_C2svm
-2.150015596;3.786616637;-0.190725893;0.328298848;0.090022676;397;4410;0.747655531;Arab-Alameddine et al. (2012);C05_C1_C2svm
-0.042188428;2.508506503;0.07183116;0.340922818;0.224440411;742;3306;0.900931298;CV10F;C05_C1_C2xgb
-0.05714583;2.053239022;0.069900208;0.372270935;0.230072464;254;1104;0.920142717;Test;C05_C1_C2xgb
2.619430838;6.077977424;0.442006742;1.010914251;0.545454545;12;22;0.487719119;Moreira et al. (2023);C05_C1_C2xgb
-0.785939867;3.50273494;0.03090078;0.46214737;0.285487528;1259;4410;0.649010423;Arab-Alameddine et al. (2012);C05_C1_C2xgb
0.000759081;2.011044316;0.095299228;0.261525632;0.267392619;884;3306;0.93630713;CV10F;C05_C1_C3glmnet
0.143540634;1.631269413;0.103934267;0.257622194;0.285326087;315;1104;0.950528012;Test;C05_C1_C3glmnet
-0.603081369;2.786089467;-0.0853321;0.355459582;0.227272727;5;22;0.719273603;Moreira et al. (2023);C05_C1_C3glmnet
-1.615081868;2.853243198;-0.183154703;0.266980964;0.03106576;137;4410;0.846508407;Arab-Alameddine et al. (2012);C05_C1_C3glmnet
-0.070181936;1.636409491;0.017155598;0.145846592;0.075015124;248;3306;0.958056945;CV10F;C05_C1_C3rf
0.080235074;1.290331347;0.024101117;0.141204898;0.08423913;93;1104;0.969605955;Test;C05_C1_C3rf
0.39563001;3.30906117;0.085291604;0.533510598;0.318181818;7;22;0.682905169;Moreira et al. (2023);C05_C1_C3rf
-0.468705666;2.208713339;-0.008005579;0.250131544;0.175283447;773;4410;0.863264608;Arab-Alameddine et al. (2012);C05_C1_C3rf
-0.056227307;2.051712909;0.129656651;0.323517799;0.308529946;1020;3306;0.935150636;CV10F;C05_C1_C3svm
0.07392898;1.636019056;0.136053447;0.319175906;0.315217391;348;1104;0.949513915;Test;C05_C1_C3svm
-0.628271442;2.557646782;-0.08310527;0.327043592;0.136363636;3;22;0.760095298;Moreira et al. (2023);C05_C1_C3svm
-1.745498806;3.011394943;-0.183200832;0.270181778;0.035600907;157;4410;0.844221153;Arab-Alameddine et al. (2012);C05_C1_C3svm
-0.028885784;1.489145816;0.02216485;0.156795026;0.0892317;295;3306;0.965129261;CV10F;C05_C1_C3xgb
0.108591746;1.156504444;0.033192351;0.160856661;0.106884058;118;1104;0.975854387;Test;C05_C1_C3xgb
0.717349546;3.87465274;0.135110836;0.573428375;0.409090909;9;22;0.600765848;Moreira et al. (2023);C05_C1_C3xgb
-0.032772803;2.070529362;0.055514709;0.248671545;0.239002268;1054;4410;0.871076574;Arab-Alameddine et al. (2012);C05_C1_C3xgb
0.000572767;1.355965605;0.056792061;0.168810013;0.137326074;454;3306;0.971060742;CV10F;C05_C1_C4glmnet
0.054610134;1.038410425;0.0580393;0.162452504;0.135869565;150;1104;0.979596592;Test;C05_C1_C4glmnet
-0.520433296;1.460694213;-0.073046831;0.248749483;0.090909091;2;22;0.916655529;Moreira et al. (2023);C05_C1_C4glmnet
-1.253646279;2.155723282;-0.146335682;0.206303878;0.003854875;17;4410;0.922817721;Arab-Alameddine et al. (2012);C05_C1_C4glmnet
-0.036187938;1.125080509;0.010553718;0.096999487;0.027828191;92;3306;0.980381425;CV10F;C05_C1_C4rf
0.051856123;0.928806871;0.011480399;0.094210374;0.023550725;26;1104;0.984037436;Test;C05_C1_C4rf
-0.199735379;1.82160457;-0.004201528;0.313228034;0.318181818;7;22;0.853518279;Moreira et al. (2023);C05_C1_C4rf
-0.132969429;1.390346993;0.009373353;0.140047882;0.093424036;412;4410;0.944906714;Arab-Alameddine et al. (2012);C05_C1_C4rf
-0.085607967;1.359244325;0.03547377;0.152418805;0.104355717;345;3306;0.971129189;CV10F;C05_C1_C4svm
-0.031454101;1.041251583;0.036868957;0.145608491;0.101449275;112;1104;0.979460305;Test;C05_C1_C4svm
-0.613301017;1.489587567;-0.092419454;0.251238086;0.090909091;2;22;0.917517702;Moreira et al. (2023);C05_C1_C4svm
-1.383566444;2.254546888;-0.167468015;0.219141614;0.000907029;4;4410;0.923273252;Arab-Alameddine et al. (2012);C05_C1_C4svm
-0.022333171;1.065898386;0.011228053;0.099677934;0.033272837;110;3306;0.982163855;CV10F;C05_C1_C4xgb
0.056811735;0.892024533;0.014380442;0.098195658;0.038043478;42;1104;0.985401848;Test;C05_C1_C4xgb
-0.13821827;1.791728061;0.014852971;0.312853667;0.318181818;7;22;0.856783123;Moreira et al. (2023);C05_C1_C4xgb
0.074175989;1.406674863;0.031940259;0.14303822;0.115192744;508;4410;0.940637418;Arab-Alameddine et al. (2012);C05_C1_C4xgb
-0.000141332;1.552426185;0.067044793;0.201047017;0.203569268;673;3306;0.962035878;CV10F;C05_C1_C6glmnet
-0.014427129;1.349855389;0.058853705;0.189726671;0.19384058;214;1104;0.965604211;Test;C05_C1_C6glmnet
0.156800929;2.759123879;-0.03252095;0.356444242;0.227272727;5;22;0.805029148;Moreira et al. (2023);C05_C1_C6glmnet
0.085252149;0.915044162;0.038931833;0.115972345;0.071201814;314;4410;0.974976515;Arab-Alameddine et al. (2012);C05_C1_C6glmnet
-0.026020152;1.1739525;0.013239335;0.107400665;0.046279492;153;3306;0.978598157;CV10F;C05_C1_C6rf
0.015289219;0.95467905;0.012542688;0.10185493;0.035326087;39;1104;0.982708447;Test;C05_C1_C6rf
-0.725870992;2.125190898;-0.127910395;0.296828784;0.136363636;3;22;0.836805655;Moreira et al. (2023);C05_C1_C6rf
0.624880775;1.220869093;0.092279694;0.13694353;0.140136054;618;4410;0.975518617;Arab-Alameddine et al. (2012);C05_C1_C6rf
0.095368858;1.550302024;0.095161334;0.228629286;0.241984271;800;3306;0.962279318;CV10F;C05_C1_C6svm
0.08683066;1.352202654;0.088608149;0.218566956;0.234601449;259;1104;0.96553303;Test;C05_C1_C6svm
0.255761691;2.797157159;-0.011053744;0.357788897;0.227272727;5;22;0.800719005;Moreira et al. (2023);C05_C1_C6svm
0.196410928;0.945039812;0.06049053;0.132033176;0.105668934;466;4410;0.974222254;Arab-Alameddine et al. (2012);C05_C1_C6svm
-0.012133056;1.077623456;0.011892626;0.101578073;0.038112523;126;3306;0.981742069;CV10F;C05_C1_C6xgb
0.024275217;0.881693564;0.010868678;0.097885076;0.033514493;37;1104;0.985360459;Test;C05_C1_C6xgb
-0.746847044;2.218981406;-0.128343861;0.304333209;0.136363636;3;22;0.822343262;Moreira et al. (2023);C05_C1_C6xgb
0.289159011;1.006468109;0.041012542;0.104002218;0.053061224;234;4410;0.976914739;Arab-Alameddine et al. (2012);C05_C1_C6xgb
-0.000363184;2.550002604;0.176374871;0.432865354;0.387477314;1281;3306;0.897558227;CV10F;C05_C1_C8glmnet
-0.1169466;2.273432747;0.158301094;0.411061064;0.372282609;411;1104;0.904851602;Test;C05_C1_C8glmnet
0.335793509;2.749946067;0.101656966;0.458018243;0.454545455;10;22;0.785699066;Moreira et al. (2023);C05_C1_C8glmnet
1.057855848;1.97046192;0.217546628;0.314194661;0.524489796;2313;4410;0.926918737;Arab-Alameddine et al. (2012);C05_C1_C8glmnet
-0.031015324;1.819763364;0.030396229;0.171760289;0.147610405;488;3306;0.948263973;CV10F;C05_C1_C8rf
-0.023504703;1.541978451;0.026776463;0.167294986;0.144021739;159;1104;0.954996848;Test;C05_C1_C8rf
-0.589870132;2.093477632;-0.006087097;0.418563045;0.181818182;4;22;0.821474199;Moreira et al. (2023);C05_C1_C8rf
1.421376738;1.96495696;0.234816228;0.290807115;0.553514739;2441;4410;0.95648214;Arab-Alameddine et al. (2012);C05_C1_C8rf
0.054258076;2.543676583;0.196454595;0.458608939;0.405323654;1340;3306;0.898117629;CV10F;C05_C1_C8svm
-0.071893667;2.26680413;0.174940907;0.43234489;0.379528986;419;1104;0.905365845;Test;C05_C1_C8svm
0.40027857;2.75050355;0.119725906;0.47062218;0.454545455;10;22;0.782188794;Moreira et al. (2023);C05_C1_C8svm
1.196591279;2.073031908;0.240568924;0.335572453;0.56553288;2494;4410;0.926507769;Arab-Alameddine et al. (2012);C05_C1_C8svm
-0.018885421;1.656676487;0.026272395;0.161246521;0.121899577;403;3306;0.956841233;CV10F;C05_C1_C8xgb
-0.012802681;1.489455137;0.022546579;0.160663214;0.121376812;134;1104;0.957906637;Test;C05_C1_C8xgb
-0.772030391;2.161347271;-0.044705426;0.416741817;0.136363636;3;22;0.820120425;Moreira et al. (2023);C05_C1_C8xgb
0.662665222;1.451389899;0.113725641;0.187556873;0.259410431;1144;4410;0.959043609;Arab-Alameddine et al. (2012);C05_C1_C8xgb
0.000714616;1.993355627;0.110270493;0.293369436;0.290683606;961;3306;0.937429204;CV10F;C05_C2_C12glmnet
-0.136205691;1.915962294;0.098332759;0.286157767;0.292572464;323;1104;0.932054323;Test;C05_C2_C12glmnet
0.227858142;3.083175434;0.176566041;0.667543941;0.363636364;8;22;0.677811523;Moreira et al. (2023);C05_C2_C12glmnet
0.747669815;1.98242653;0.147156403;0.259316458;0.352380952;1554;4410;0.913207979;Arab-Alameddine et al. (2012);C05_C2_C12glmnet
-0.042961721;1.759519033;0.02517942;0.158240948;0.114035088;377;3306;0.951557151;CV10F;C05_C2_C12rf
-0.074731782;1.501285235;0.016555309;0.152194217;0.106884058;118;1104;0.957372435;Test;C05_C2_C12rf
0.261636617;3.172030472;0.119786725;0.482422398;0.409090909;9;22;0.704643642;Moreira et al. (2023);C05_C2_C12rf
1.404816847;2.436263379;0.254890268;0.387466752;0.526530612;2322;4410;0.897594864;Arab-Alameddine et al. (2012);C05_C2_C12rf
-0.021445273;2.013666977;0.137534326;0.341300135;0.314882033;1041;3306;0.936911001;CV10F;C05_C2_C12svm
-0.161953253;1.950919226;0.125940651;0.336483432;0.309782609;342;1104;0.9322164;Test;C05_C2_C12svm
0.236971731;2.988700117;0.196770399;0.687826283;0.363636364;8;22;0.682316329;Moreira et al. (2023);C05_C2_C12svm
0.945407113;2.11073111;0.18653394;0.295688918;0.409977324;1808;4410;0.910130994;Arab-Alameddine et al. (2012);C05_C2_C12svm
-0.026867795;1.60943499;0.022481302;0.155147431;0.098911071;327;3306;0.959264456;CV10F;C05_C2_C12xgb
-0.049224411;1.418936246;0.015759434;0.150373339;0.097826087;108;1104;0.96186495;Test;C05_C2_C12xgb
0.341451868;3.32437936;0.159841518;0.567897683;0.409090909;9;22;0.673758104;Moreira et al. (2023);C05_C2_C12xgb
0.730695265;2.051161216;0.135230484;0.272131617;0.344217687;1518;4410;0.910354927;Arab-Alameddine et al. (2012);C05_C2_C12xgb
0.001415193;2.007678185;0.093420465;0.258823324;0.264972777;876;3306;0.936511872;CV10F;C05_C2_C3glmnet
0.142783888;1.630784205;0.101727984;0.25455488;0.277173913;306;1104;0.950616738;Test;C05_C2_C3glmnet
-0.597012214;2.796884776;-0.084968041;0.357113484;0.227272727;5;22;0.718024115;Moreira et al. (2023);C05_C2_C3glmnet
-1.594589678;2.845433976;-0.181391253;0.267130502;0.034920635;154;4410;0.844327593;Arab-Alameddine et al. (2012);C05_C2_C3glmnet
-0.06154042;1.637257434;0.019671916;0.151153581;0.078342408;259;3306;0.958026766;CV10F;C05_C2_C3rf
0.096909515;1.387877543;0.029353957;0.164869819;0.095108696;105;1104;0.964789903;Test;C05_C2_C3rf
0.552334231;3.36770185;0.099795272;0.554751912;0.272727273;6;22;0.707419049;Moreira et al. (2023);C05_C2_C3rf
-0.438811626;2.569200757;0.006819132;0.305410947;0.21723356;958;4410;0.806981015;Arab-Alameddine et al. (2012);C05_C2_C3rf
-0.065057967;2.0586297;0.124182697;0.31621653;0.305202662;1009;3306;0.934618734;CV10F;C05_C2_C3svm
0.063081908;1.63819081;0.131880214;0.314182881;0.308876812;341;1104;0.949332861;Test;C05_C2_C3svm
-0.552754925;2.627411282;-0.068942003;0.335983359;0.181818182;4;22;0.745688717;Moreira et al. (2023);C05_C2_C3svm
-1.700994387;2.987476235;-0.178829183;0.269444043;0.041269841;182;4410;0.83977051;Arab-Alameddine et al. (2012);C05_C2_C3svm
-0.030588901;1.59051536;0.024703899;0.155367014;0.094373866;312;3306;0.960197455;CV10F;C05_C2_C3xgb
0.105516469;1.289253459;0.03243855;0.158339529;0.108695652;120;1104;0.96990029;Test;C05_C2_C3xgb
0.487303569;3.541131386;0.084744856;0.519759684;0.227272727;5;22;0.664265882;Moreira et al. (2023);C05_C2_C3xgb
-0.422647424;2.319810033;0.001461796;0.261386093;0.196825397;868;4410;0.844468635;Arab-Alameddine et al. (2012);C05_C2_C3xgb
0.000994147;1.397312665;0.053199655;0.16793916;0.137326074;454;3306;0.969259212;CV10F;C05_C2_C4glmnet
0.051794583;1.045859319;0.054840572;0.161191841;0.126811594;140;1104;0.979312581;Test;C05_C2_C4glmnet
-0.294642947;1.193708476;-0.033318561;0.195987945;0.136363636;3;22;0.939925171;Moreira et al. (2023);C05_C2_C4glmnet
-1.201059195;2.202111136;-0.142228713;0.214267825;0.016326531;72;4410;0.906556427;Arab-Alameddine et al. (2012);C05_C2_C4glmnet
-0.043637985;1.067600995;0.008141854;0.090436088;0.01754386;58;3306;0.982358379;CV10F;C05_C2_C4rf
0.000567278;0.885432206;0.005883126;0.087900746;0.015398551;17;1104;0.98522219;Test;C05_C2_C4rf
0.525981116;1.180436027;0.087646748;0.263626;0.409090909;9;22;0.952712497;Moreira et al. (2023);C05_C2_C4rf
-0.119304109;1.558113638;0.011826669;0.164600106;0.119501134;527;4410;0.928753721;Arab-Alameddine et al. (2012);C05_C2_C4rf
-0.037711517;1.413495039;0.060083078;0.182704532;0.15184513;502;3306;0.968850195;CV10F;C05_C2_C4svm
0.0135343;1.05737298;0.061987698;0.176691626;0.14673913;162;1104;0.978877699;Test;C05_C2_C4svm
-0.302954868;1.193480751;-0.035161939;0.18956977;0.090909091;2;22;0.940110217;Moreira et al. (2023);C05_C2_C4svm
-1.31729723;2.320516558;-0.152828271;0.22164006;0.014058957;62;4410;0.903764868;Arab-Alameddine et al. (2012);C05_C2_C4svm
-0.023059287;1.008148433;0.009287835;0.089346609;0.021173624;70;3306;0.98404738;CV10F;C05_C2_C4xgb
0.018757917;0.830380725;0.008242137;0.087372478;0.018115942;20;1104;0.987166196;Test;C05_C2_C4xgb
0.220119683;1.055795065;0.049963508;0.240632393;0.272727273;6;22;0.952121169;Moreira et al. (2023);C05_C2_C4xgb
0.030753056;1.43599783;0.018208813;0.142355493;0.092743764;409;4410;0.937876987;Arab-Alameddine et al. (2012);C05_C2_C4xgb
0.000447146;0.786168681;0.019158946;0.081807393;0.020568663;68;3306;0.990293059;CV10F;C05_C2_C6glmnet
0.00077071;0.684806157;0.016130313;0.080094881;0.013586957;15;1104;0.991102743;Test;C05_C2_C6glmnet
0.345343824;1.305425359;0.006176993;0.218106631;0.181818182;4;22;0.95166742;Moreira et al. (2023);C05_C2_C6glmnet
-0.288016016;0.878337688;-0.032825891;0.091285892;0.002721088;12;4410;0.979868109;Arab-Alameddine et al. (2012);C05_C2_C6glmnet
-0.041833823;0.931305535;0.007587533;0.077211322;0.009679371;32;3306;0.986868298;CV10F;C05_C2_C6rf
0.002589207;0.774827298;0.005427946;0.07778003;0.00634058;7;1104;0.988667629;Test;C05_C2_C6rf
0.26334068;1.293321787;-0.007838877;0.219707981;0.136363636;3;22;0.954570059;Moreira et al. (2023);C05_C2_C6rf
-0.110129889;0.842106494;-0.015861093;0.091965002;0.010884354;48;4410;0.978973639;Arab-Alameddine et al. (2012);C05_C2_C6rf
-0.043019993;0.782598341;0.001379982;0.074048188;0.008469449;28;3306;0.990397121;CV10F;C05_C2_C6svm
-0.044642386;0.686763743;-0.001373174;0.073677492;0.004528986;5;1104;0.991087305;Test;C05_C2_C6svm
0.29573069;1.295666147;-0.005786405;0.223090133;0.181818182;4;22;0.951594423;Moreira et al. (2023);C05_C2_C6svm
-0.355475899;0.902656062;-0.046505631;0.096058754;0.001587302;7;4410;0.979977712;Arab-Alameddine et al. (2012);C05_C2_C6svm
-0.011515762;0.807061924;0.006533371;0.071746304;0.006654567;22;3306;0.989780295;CV10F;C05_C2_C6xgb
0.017655383;0.742749924;0.003846821;0.07269626;0.00634058;7;1104;0.989954741;Test;C05_C2_C6xgb
0.060918082;1.173977501;-0.028172369;0.204670685;0.136363636;3;22;0.953463949;Moreira et al. (2023);C05_C2_C6xgb
0.120564446;0.827901312;0.011813204;0.084496625;0.014058957;62;4410;0.981414979;Arab-Alameddine et al. (2012);C05_C2_C6xgb
0.000121561;1.145288862;0.040253482;0.1325068;0.093466425;309;3306;0.979358163;CV10F;C05_C2_C8glmnet
-0.072190896;1.064023941;0.032306669;0.125826703;0.082427536;91;1104;0.979053631;Test;C05_C2_C8glmnet
0.502664068;1.627541551;0.093072538;0.276045665;0.409090909;9;22;0.916140367;Moreira et al. (2023);C05_C2_C8glmnet
0.340512602;0.821142972;0.062860645;0.106995825;0.065079365;287;4410;0.984377238;Arab-Alameddine et al. (2012);C05_C2_C8glmnet
-0.045930763;1.114412855;0.009444436;0.089389542;0.020266183;67;3306;0.980976047;CV10F;C05_C2_C8rf
-0.027595612;0.916057369;0.006637725;0.090466596;0.023550725;26;1104;0.984095127;Test;C05_C2_C8rf
0.225041258;1.648838737;0.042910229;0.260468608;0.272727273;6;22;0.910250466;Moreira et al. (2023);C05_C2_C8rf
0.449133113;0.968589957;0.071911143;0.124393458;0.102494331;452;4410;0.979004294;Arab-Alameddine et al. (2012);C05_C2_C8rf
-0.005010933;1.147836521;0.045201439;0.140013089;0.106473079;352;3306;0.979327202;CV10F;C05_C2_C8svm
-0.084047256;1.069412646;0.035615201;0.131894785;0.093297101;103;1104;0.979115272;Test;C05_C2_C8svm
0.508134448;1.592066195;0.098476136;0.273879141;0.318181818;7;22;0.918450126;Moreira et al. (2023);C05_C2_C8svm
0.427291989;0.881009893;0.076596606;0.117932812;0.096825397;427;4410;0.983996149;Arab-Alameddine et al. (2012);C05_C2_C8svm
-0.019903248;0.94462797;0.008269613;0.084557187;0.015728978;52;3306;0.986022606;CV10F;C05_C2_C8xgb
-0.00915426;0.866735477;0.005517802;0.08667471;0.019021739;21;1104;0.985855897;Test;C05_C2_C8xgb
0.271156317;1.728463822;0.044737541;0.258001044;0.272727273;6;22;0.908786302;Moreira et al. (2023);C05_C2_C8xgb
0.257263699;0.864252792;0.044714939;0.094976078;0.036281179;160;4410;0.98096641;Arab-Alameddine et al. (2012);C05_C2_C8xgb
0.001949769;1.174901726;0.03569813;0.130694011;0.090441621;299;3306;0.978275493;CV10F;C05_C3_C12glmnet
0.046691887;1.056756031;0.037963148;0.130448798;0.09692029;107;1104;0.979046701;Test;C05_C3_C12glmnet
-0.444616448;2.71755564;0.047631956;0.442756287;0.227272727;5;22;0.686020713;Moreira et al. (2023);C05_C3_C12glmnet
0.49607174;1.159607669;0.080199105;0.135900852;0.135827664;599;4410;0.972543466;Arab-Alameddine et al. (2012);C05_C3_C12glmnet
-0.039511349;1.257581448;0.01017674;0.107411857;0.039019964;129;3306;0.97526605;CV10F;C05_C3_C12rf
0.058877918;1.050094256;0.011497005;0.102753464;0.045289855;50;1104;0.97990429;Test;C05_C3_C12rf
-0.483045348;2.514839011;0.010446198;0.373795853;0.227272727;5;22;0.737392761;Moreira et al. (2023);C05_C3_C12rf
0.621782832;1.38420099;0.11350958;0.191199864;0.284353741;1254;4410;0.955936195;Arab-Alameddine et al. (2012);C05_C3_C12rf
-0.063259647;1.17361015;0.00939033;0.113329676;0.049001815;162;3306;0.978370271;CV10F;C05_C3_C12svm
-0.02550562;1.043358927;0.011324656;0.112698096;0.042572464;47;1104;0.979554706;Test;C05_C3_C12svm
-0.493192207;2.734753475;0.042760462;0.457734483;0.227272727;5;22;0.682812231;Moreira et al. (2023);C05_C3_C12svm
0.588392301;1.318983045;0.085759458;0.145793598;0.162585034;717;4410;0.968468457;Arab-Alameddine et al. (2012);C05_C3_C12svm
-0.017391198;1.144244349;0.011827418;0.104986415;0.037507562;124;3306;0.979400327;CV10F;C05_C3_C12xgb
0.063033978;0.951745995;0.01526836;0.101231378;0.039855072;44;1104;0.983544138;Test;C05_C3_C12xgb
-0.341359208;2.570549332;0.05642769;0.426191863;0.272727273;6;22;0.719864313;Moreira et al. (2023);C05_C3_C12xgb
0.65432184;1.34070243;0.101953877;0.156392811;0.199773243;881;4410;0.967944689;Arab-Alameddine et al. (2012);C05_C3_C12xgb
0.001593299;1.50753017;0.056650432;0.181074213;0.174833636;578;3306;0.964213447;CV10F;C05_C3_C4glmnet
0.108957305;1.190968586;0.06234071;0.176209841;0.163949275;181;1104;0.973798212;Test;C05_C3_C4glmnet
-0.507215278;1.762703479;-0.051448057;0.242119479;0.227272727;5;22;0.87233774;Moreira et al. (2023);C05_C3_C4glmnet
-1.026344146;2.147382342;-0.11830015;0.209508178;0.034013605;150;4410;0.896596319;Arab-Alameddine et al. (2012);C05_C3_C4glmnet
-0.048420735;1.184080885;0.010700452;0.102660359;0.025105868;83;3306;0.978315094;CV10F;C05_C3_C4rf
0.088667777;0.974098832;0.016382262;0.101427815;0.035326087;39;1104;0.982884049;Test;C05_C3_C4rf
-0.222899786;1.96632553;-0.008416454;0.281600249;0.181818182;4;22;0.828959646;Moreira et al. (2023);C05_C3_C4rf
-0.315461393;1.707109275;-0.017354843;0.177614936;0.092517007;408;4410;0.915990817;Arab-Alameddine et al. (2012);C05_C3_C4rf
-0.04649905;1.514092005;0.053915871;0.183248902;0.167271627;553;3306;0.964107924;CV10F;C05_C3_C4svm
0.061267677;1.182499942;0.060311287;0.179386898;0.161231884;178;1104;0.97368558;Test;C05_C3_C4svm
-0.556585611;1.805237567;-0.059347846;0.241542712;0.227272727;5;22;0.86776433;Moreira et al. (2023);C05_C3_C4svm
-1.111422407;2.224308682;-0.127867025;0.215356654;0.030385488;134;4410;0.893519297;Arab-Alameddine et al. (2012);C05_C3_C4svm
-0.019777039;1.110035298;0.011764661;0.1025791;0.032365396;107;3306;0.98062829;CV10F;C05_C3_C4xgb
0.086678103;0.954890464;0.016661895;0.100429651;0.041666667;46;1104;0.983636983;Test;C05_C3_C4xgb
-0.148475338;1.891845592;0.007369562;0.282666515;0.272727273;6;22;0.840280368;Moreira et al. (2023);C05_C3_C4xgb
-0.121703164;1.54529526;0.005049464;0.154370907;0.092743764;409;4410;0.928627529;Arab-Alameddine et al. (2012);C05_C3_C4xgb
0.001501061;1.154639357;0.030400926;0.124043958;0.077434967;256;3306;0.979019944;CV10F;C05_C3_C6glmnet
0.107360757;1.031599312;0.034734654;0.122185214;0.086956522;96;1104;0.980918268;Test;C05_C3_C6glmnet
-0.203192537;1.500933921;-0.035993051;0.222286865;0.136363636;3;22;0.900859082;Moreira et al. (2023);C05_C3_C6glmnet
-0.286691455;1.242968878;-0.029911361;0.128279262;0.028571429;126;4410;0.955892991;Arab-Alameddine et al. (2012);C05_C3_C6glmnet
-0.045417187;1.05011167;0.008856273;0.08566716;0.016333938;54;3306;0.983153758;CV10F;C05_C3_C6rf
0.083290675;0.93315247;0.013190798;0.086438937;0.019021739;21;1104;0.98437913;Test;C05_C3_C6rf
-0.429834053;1.607311732;-0.074575614;0.2283156;0.090909091;2;22;0.892487564;Moreira et al. (2023);C05_C3_C6rf
-0.109858747;1.005955443;-0.016596847;0.104544606;0.01292517;57;4410;0.969891533;Arab-Alameddine et al. (2012);C05_C3_C6rf
-0.046163178;1.149381779;0.006995725;0.112626251;0.039322444;130;3306;0.979222365;CV10F;C05_C3_C6svm
0.062361465;1.028077271;0.011781793;0.109707384;0.038043478;42;1104;0.981211981;Test;C05_C3_C6svm
-0.27134456;1.518074587;-0.054151765;0.231752423;0.136363636;3;22;0.900356486;Moreira et al. (2023);C05_C3_C6svm
-0.401105224;1.321384323;-0.052388154;0.138363106;0.023809524;105;4410;0.952205434;Arab-Alameddine et al. (2012);C05_C3_C6svm
-0.012124414;0.909817212;0.008082853;0.081483511;0.011494253;38;3306;0.986988562;CV10F;C05_C3_C6xgb
0.078054997;0.860169261;0.012109308;0.08323309;0.016304348;18;1104;0.986990749;Test;C05_C3_C6xgb
-0.431130588;1.569128099;-0.068881298;0.220231687;0.090909091;2;22;0.897821035;Moreira et al. (2023);C05_C3_C6xgb
0.210813913;0.906813084;0.024699918;0.092429651;0.019954649;88;4410;0.979260825;Arab-Alameddine et al. (2012);C05_C3_C6xgb
0.00136271;0.973870564;0.023240685;0.100876999;0.043254688;143;3306;0.985081563;CV10F;C05_C3_C8glmnet
0.078267049;0.891523485;0.026150768;0.100280156;0.041666667;46;1104;0.985585426;Test;C05_C3_C8glmnet
-0.193606319;1.863655422;0.006452465;0.233554728;0.227272727;5;22;0.845994042;Moreira et al. (2023);C05_C3_C8glmnet
0.164023543;0.804754823;0.029391464;0.088383256;0.021768707;96;4410;0.982147625;Arab-Alameddine et al. (2012);C05_C3_C8glmnet
-0.046768715;1.096615815;0.008993685;0.087398063;0.015728978;52;3306;0.981592187;CV10F;C05_C3_C8rf
0.086245062;0.919961486;0.013920587;0.086920367;0.019927536;22;1104;0.984841263;Test;C05_C3_C8rf
-0.28884217;1.910442571;-0.021210237;0.228788158;0.136363636;3;22;0.842446069;Moreira et al. (2023);C05_C3_C8rf
0.077333601;0.924393917;0.01476125;0.091030965;0.01292517;57;4410;0.97440989;Arab-Alameddine et al. (2012);C05_C3_C8rf
-0.001618203;0.967378835;0.023507292;0.101102601;0.043859649;145;3306;0.985292141;CV10F;C05_C3_C8svm
0.080278142;0.893032606;0.026993304;0.10090842;0.041666667;46;1104;0.985537689;Test;C05_C3_C8svm
-0.187520191;1.863602152;0.008269517;0.233658268;0.227272727;5;22;0.845843135;Moreira et al. (2023);C05_C3_C8svm
0.183472072;0.80233405;0.032276726;0.088806323;0.021768707;96;4410;0.98257184;Arab-Alameddine et al. (2012);C05_C3_C8svm
-0.01617039;0.966072169;0.008299108;0.08369232;0.012099214;40;3306;0.985339224;CV10F;C05_C3_C8xgb
0.084476552;0.881847595;0.012752859;0.083066318;0.015398551;17;1104;0.986466381;Test;C05_C3_C8xgb
-0.295694172;1.834903458;-0.012224732;0.221708699;0.181818182;4;22;0.853006445;Moreira et al. (2023);C05_C3_C8xgb
0.385267502;0.908581049;0.053449876;0.092259901;0.023356009;103;4410;0.982619383;Arab-Alameddine et al. (2012);C05_C3_C8xgb
0.002552658;1.60898458;0.071142559;0.206135635;0.208106473;688;3306;0.959229372;CV10F;C05_C4_C12glmnet
0.023056159;1.339823695;0.067367802;0.20277567;0.183876812;203;1104;0.965953405;Test;C05_C4_C12glmnet
